hsid,hsname,hslocation,cityname,regionname,regionid,nickname,color1,color2,color3
14999,Alta-Aurelia Community,"Alta,IA",Alta,Iowa,IA,Warriors,#940000,#000055,
15000,Clarion,"Clarion,PA",Clarion,Pennsylvania,PA,Bobcats,,,
15001,Wallace Rose-Hill,"Teachey,NC",Teachey,North Carolina,NC,Bulldogs,,,
15002,South Greene,"Snow Hill,NC",Snow Hill,North Carolina,NC,-,,,
15003,Greenhills Community,"Greenhills,OH",Greenhills,Ohio,OH,-,,,
15004,Madison Park Tech,"Roxbury,MA",Roxbury,Massachusetts,MA,Cardinals,,,
15005,Mattawan,"Mattawan,MI",Mattawan,Michigan,MI,Wildcats,blue,gold,
15006,Marlette,"Marlette,MI",Marlette,Michigan,MI,Red Raiders,red,white,
15007,Centura,"Cairo,NE",Cairo,Nebraska,NE,Centurions ,#66000D,white,
15008,Rio Community,"Rio,WI",Rio,Wisconsin,WI,Vikings,red,white,
15009,Riverdale,"Mount Blanchard,OH",Mount Blanchard,Ohio,OH,Falcons,,,
15010,Columbus Grove,"Columbus Grove,OH",Columbus Grove,Ohio,OH,Bulldogs,,,
15011,Parchment,"Parchment,MI",Parchment,Michigan,MI,Panthers,,,
15012,North Linn,"Coggon,IA",Coggon,Iowa,IA,Lynx,,,
15013,Los Fesnos,"Los Fesnos,tX",Los Fesnos,Texas,tX,Falcons,,,
15014,St. Genevieve,"Livonia,MI",Livonia,Michigan,MI,-,,,
15015,Pahokee,"Pahokee,FL",Pahokee,Florida,FL,Blue Devils,,,
15016,Briarcliff,"Atlanta,GA",Atlanta,Georgia,GA,Barons,,,
15017,North Cedar,"Stanwood,IA",Stanwood,Iowa,IA,Knights,purple,teal,silver
15018,Abundant Life,"Sherwood,AR",Sherwood,Arkansas,AR,Owls,red,black,white
15019,Southeast of Saline School,"Gypsum,KS",Gypsum,Kansas,KS,Trojans,purple,white,
15020,McDonald County,"Anderson,MO",Anderson,Missouri,MO,Mustangs,,,
15021,Sioux Valley,"Linn Grove,IA",Linn Grove,Iowa,IA,-,,,
15022,Lexington,"Lexington,MO",Lexington,Missouri,MO,Minutemen,,,
15023,Woodland Baptist Christian School,"Winston-Salem,NC",Winston-Salem,North Carolina,NC,-,,,
15024,South Newton,"Kentland,IN",Kentland,Indiana,IN,Rebels,#C41E3A,white,
15025,Lewis Mills,"Burlington,CT",Burlington,Connecticut,CT,Spartans,blue,white,
15026,Lewiston-Altura,"Altura,MN",Altura,Minnesota,MN,Cardinals,,,
15027,Colman-Egan,"Colman,SD",Colman,South Dakota,SD,Hawks ,,,
15028,McClellan Magnet,"Little Rock,AR",Little Rock,Arkansas,AR,Crimson Lions,,,
15029,Litchfield,"Litchfield,IL",Litchfield,Illinois,IL,Purple Panthers,,,
15030,Evans Mills,"Evans Mills,NY",Evans Mills,New York,NY,-,,,
15031,Tamaqua Area,"Tamaqua,PA",Tamaqua,Pennsylvania,PA,Blue Raiders,,,
15032,Riverside Tech,"Buffalo,NY",Buffalo,New York,NY,Frontiers,,,
15033,Colfax,"Colfax,LA",Colfax,Louisiana,LA,-,-,-,
15034,Rye Cove,"Clinchport,VA",Clinchport,Virginia,VA,Eagles,,,
15035,Catholic,"New Roads,LA",New Roads,Louisiana,LA,Hornets,,,
15036,Homedale,"Homedale,ID",Homedale,Idaho,ID,Trojans,red,white,
15037,Bishop Garcia Diego,"Santa Barbara,CA",Santa Barbara,California,CA,Cardinals,,,
15038,Rogers City,"Rogers City,MI",Rogers City,Michigan,MI,Hurons,,,
15039,Parkwood Christian Academy,"Lilburn,GA",Lilburn,Georgia,GA,Eagles,,,
15040,Walnut Valley Christian,"Little Rock,AR",Little Rock,Arkansas,AR,-,,,
15041,Rawlins,"Rawlins,WY",Rawlins,Wyoming,WY,Outlaws,,,
15042,Lake City,"Lake City,MN",Lake City,Minnesota,MN,Tigers,orange,black,
15043,Stillman Valley,"Stillman Valley,IL",Stillman Valley,Illinois,IL,Cardinals,,,
15044,Lone Grove,"Lone Grove,OK",Lone Grove,Oklahoma,OK,Longhorns,,,
15045,Wills,"Smyrna,GA",Smyrna,Georgia,GA,Tigers,black,red,
15046,Middlesboro,"Middlesboro,KY",Middlesboro,Kentucky,KY,Yellowjackets,white,gold,
15047,Cherry School,"Iron,MN",Iron,Minnesota,MN,Tigers,orange,black,
15048,Gallup,"Gallup,NM",Gallup,New Mexico,NM,Bengals,,,
15049,Lincoln,"Lincoln,AL",Lincoln,Alabama,AL,Golden Bears,,,
15050,Indian River,"Philadelphia,NY",Philadelphia,New York,NY,Warriors,navy,#00A2C5,white
15051,Mississinewa,"Gas City,IN",Gas City,Indiana,IN,Indians,,,
15052,East Ridge,"Chattanooga,TN",Chattanooga,Tennessee,TN,Pioneers,,,
15053,Lincoln,"Manitowoc,WI",Manitowoc,Wisconsin,WI,Ships,red,white,
15054,Rice,"New York,NY",New York,New York,NY,Raiders,green,gold,
15055,John D. O'Bryant,"Boston,MA",Boston,Massachusetts,MA,Tigers,blue,white,
15056,Byron Center,"Byron Center,MI",Byron Center,Michigan,MI,Bulldogs,,,
15057,Cariboo Hill,"Burnaby,BC",Burnaby,British Columbia,BC,Chargers,,,
15058,Browns Valley,"Browns Valley,MN",Browns Valley,Minnesota,MN,-,,,
15059,Melrose-Mindoro,"Melrose,WI",Melrose,Wisconsin,WI,Mustangs,,,
15060,Quinlan Ford,"Quinlan,TX",Quinlan,Texas,TX,Panthers,,,
15061,LIberty,"Liberty,NY",Liberty,New York,NY,Redmen,Red,white,
15062,Conifer,"Conifer,CO",Conifer,Colorado,CO,Lobos,,,
15063,Marion C. Early,"Morrisville,MO",Morrisville,Missouri,MO,Panthers,,,
15064,Cardinal Ritter College Prep,"St. Louis,MO",St. Louis,Missouri,MO,Lions,,,
15065,Enderlin,"Enderlin,ND",Enderlin,North Dakota,ND,Eagles,,,
15066,Manor,"Portsmouth,VA",Portsmouth,Virginia,VA,-,,,
15067,Edinburg,"Edinburg,IL",Edinburg,Illinois,IL,Wildcats,black,gold,
15068,Laurens-Marathon,"Laurens,IA",Laurens,Iowa,IA,Chargers,,,
15069,Preston,"Preston,UT",Preston,Utah,UT,Indians,blue,white,gold
15070,Cotter,"Winona,MN",Winona,Minnesota,MN,Ramblers,,,
15071,Holland,"Holland,NY",Holland,New York,NY,Dutchmen,purple,gold,
15072,Gospel Light Christian,"Walkertown,NC",Walkertown,North Carolina,NC,-,,,
15073,Perryville,"Perryville,MD",Perryville,Maryland,MD,Panthers,,,
15074,Dublin,"Dublin,TX",Dublin,Texas,TX,Lions,,,
15075,Wellsville,"Wellsville,NY",Wellsville,New York,NY,Lions,,,
15076,Louisburg,"Louisburg,NC",Louisburg,North Carolina,NC,Warriors,blue,orange,
15077,Calamus-Wheatland,"Wheatland,IA",Wheatland,Iowa,IA,Warriors,navy,silver,white
15078,Jemez Valley,"Pueblo,NM",Pueblo,New Mexico,NM,Warriors,#228B22,gold,
15079,Conant,"Jaffrey,NH",Jaffrey,New Hampshire,NH,Orioles,black,orange,
15080,Putnam Valley,"Putnam Valley,NY",Putnam Valley,New York,NY,Tigers,blue,white,
15081,Clinch County,"Homerville,GA",Homerville,Georgia,GA,Panthers,,,
15082,Murray County Central,"Slayton,MN",Slayton,Minnesota,MN,Rebels,,,
15083,Salina South,"Salina,KS",Salina,Kansas,KS,Cougars,,,
15084,Somerset,"Somerset,TX",Somerset,Texas,TX,Bulldogs,,,
15085,Chappaqua,"Chappaqua,NY",Chappaqua,New York,NY,-,,,
15086,Rosehill Christian,"Tomball,TX",Tomball,Texas,TX,Eagles,,,
15087,Sarnia Central,"Sarnia,ON",Sarnia,Ontario,ON,-,,,
15088,Allegheny,"Pittsburgh,PA",Pittsburgh,Pennsylvania,PA,-,-,,
15089,Pusch Ridge Christian Academy,"Tucson,AZ",Tucson,Arizona,AZ,Lions,,,
15090,East Jessamine,"Nicholasville,KY",Nicholasville,Kentucky,KY,Jaguars,,,
15091,Waltonville Community,"Waltonville,IL",Waltonville,Illinois,IL,Spartans,red,white,blue
15092,Appomattox County,"Appomattox,VA",Appomattox,Virginia,VA,Raiders,blue,gray,red
15093,Lake,"Lake,MS",Lake,Mississippi,MS,Hornets,,,
15094,St. Joseph's Cathedral,"Manchester,NH",Manchester,New Hampshire,NH,Giant Killers,,,
15095,South Oldham,"Crestwood,KY",Crestwood,Kentucky,KY,Dragons,,,
15096,Belleville Cathedral,"Belleville,IL",Belleville,Illinois,IL,Crusaders,,,
15097,Laker,"Pigeon,MI",Pigeon,Michigan,MI,Lakers,green,white,
15099,Ursuline,"Santa Rosa,CA",Santa Rosa,California,CA,Bears,,,
15100,Santo,"Santo,TX",Santo,Texas,TX,Wildcats,#4CBB17,white,
15101,Imlay City,"Imlay City,MI",Imlay City,Michigan,MI,Spartans,blue,gold,
15102,Jacob Hespeler,"Cambridge,ON",Cambridge,Ontario,ON,-,,,
15103,Bismarck,"Bismarck,ND",Bismarck,North Dakota,ND,Demons,maroon,white,
15104,Wayland Academy,"Beaver Dam,WI",Beaver Dam,Wisconsin,WI,Big Red,,,
15105,North Wilkes,"Hays,NC",Hays,North Carolina,NC,Vikings,blue,white,
15106,Bishop Carroll,"Calgary,AB",Calgary,Alberta,AB,Cardinals,,,
15107,Out of Door Academy,"Sarasota,FL",Sarasota,Florida,FL,Thunder,navy,white,
15108,Greenfield,"Wilson,NC",Wilson,North Carolina,NC,Knights,,,
15109,St. Ignatius of Loyola Catholic,"Oakville,ON",Oakville,Ontario,ON,Hawks,,,
15110,St. Matthew,"Orleans,ON",Orleans,Ontario,ON,Tigers,yellow,black,
15111,Oak Forest Academy,"Amite City,LA",Amite City,Louisiana,LA,Yellowjackets,black,gold,
15112,Archer,"Lawrenceville,GA",Lawrenceville,Georgia,GA,Tigers,white,red,
15113,Calusa Prep,"Miami,FL",Miami,Florida,FL,Colts,blue,gray,
15114,Providence Classical School,"Providence,RI",Providence,Rhode Island,RI,Paladins,blue,gold,
15115,Colegio Nuestra Senora De Belen,"Guaynabo,PR",Guaynabo,Puerto Rico,PR,-,black,purple,
15116,College Station,"College Station,TX",College Station,Texas,TX,Cougars,purple,black,
15117,David Suzuki,"Brampton,ON",Brampton,Ontario,ON,Grizzlies,#87D3ED,#015FA7,#04A768
15118,Desert Oasis,"Las Vegas,NV",Las Vegas,Nevada,NV,Diamondbacks,#DC143C,#C0C0C0, black
15119,Graceville,"Graceville,FL",Graceville,Florida,FL,Tigers,black,orange,white
15120,Jean Vanier Catholic,"Collingwood,ON",Collingwood,Ontario,ON,Thunder Birds,blue,gold,
15121,Johnson Ferry Christian Academy,"Marietta,GA",Marietta,Georgia,GA,Saints,royalblue,white,gray
15122,Dr. Juan Jose Nunez,"Naguabo,PR",Naguabo,Puerto Rico,PR,-,,,
15123,Leadership Christian Academy,"Guaynabo,PR",Guaynabo,Puerto Rico,PR,-,,,
15124,Lutheran South Academy,"Houston,TX",Houston,Texas,TX,Pioneers,#003015,#C0C0C0,
15125,New Waverly,"New Waverly,TX",New Waverly,Texas,TX,Bulldogs,maroon,white,
15126,Rafaelina E. Lebron,"Patillas,PR",Patillas,Puerto Rico,PR,-,,,
15127,Raymond S. Kellis,"Glendale,AZ",Glendale,Arizona,AZ,Cougars,,,
15128,Sentinel,"Vancouver,BC",Vancouver,British Columbia,BC,Spartans,navy,silver,
15129,St. Roch Catholic,"Brampton,ON",Brampton,Ontario,ON,Ravens,purple,yellow,black
15130,Timber Creek,"Fort Worth,TX",Fort Worth,Texas,TX,Falcons,,,
15131,James O'Neill,"highland Falls,NY",highland Falls,New York,NY,Raiders,,,
15132,Wamogo Regional,"Litchfield,CT",Litchfield,Connecticut,CT,Warriors,red,white,
15133,Holly Hill Academy,"Holly Hill,SC",Holly Hill,South Carolina,SC,Raiders,,,
15134,West Rochester,"Rochester,NY",Rochester,New York,NY,Occidentals,,,
15135,Windermere Prep,"Windermere,FL",Windermere,Florida,FL,Lakers,,,
15136,Sandia Prep,"Albuquerque,NM",Albuquerque,New Mexico,NM,SunDevils,#BD2031,#9BDDFF,
15137,Barr Reeve,"Montgomery,IN",Montgomery,Indiana,IN,Vikings,black,white,red
15138,Gorham,"Gorham,NH",Gorham,New Hampshire,NH,Huskies,,,
15139,Riverside,"Lake City,AR",Lake City,Arkansas,AR,Rebels,gray,maroon,
15141,Springville,"Springville,AL",Springville,Alabama,AL,Tigers,purple,white,gold
15142,Northern Collegiate,"Sarnia,ON",Sarnia,Ontario,ON,Vikings,red,gold,
15143,South Anchorage,"Anchorage,AK",Anchorage,Alaska,AK,Wolverines,black,gold,
15144,Lamar Academy,"McAllen,TX",McAllen,Texas,TX,-,,,
15145,Hillcrest,"Idaho Falls,ID",Idaho Falls,Idaho,ID,Knights,red,black,white
15146,Beach,"Beach,ND",Beach,North Dakota,ND,Buccaneers,#4169e1,gold,
15148,Westfield Academy,"Westfield,NY",Westfield,New York,NY,Wolverines,#4169e1,white,
15149,Poland,"Poland,ME",Poland,Maine,ME,Knights,,,
15150,Richmond,"Richmond,MI",Richmond,Michigan,MI,Blue Devils,,,
15153,Laville,"Lakeville,IN",Lakeville,Indiana,IN,Lancers,,,
15155,Holy Cross,"Covington,KY",Covington,Kentucky,KY,Indians,red,black,
15156,Madison,"Middletown,OH",Middletown,Ohio,OH,Mohawks,,,
15157,Hertford County,"Ahoskie,NC",Ahoskie,North Carolina,NC,Bears,,,
15158,Lake County,"Tiptonville,IN",Tiptonville,Indiana,IN,Falcons,,,
15160,Educational Technical College,"Bayamon,PR",Bayamon,Puerto Rico,PR,-,,,
15161,Coloma,"Coloma,MI",Coloma,Michigan,MI,Comets,,,
15162,Sand Creek,"Colorado Springs,CO",Colorado Springs,Colorado,CO,Scorpions,#800000,navy,silver
15163,Antonio Lucchetti,"Arecibo,PR",Arecibo,Puerto Rico,PR,,,,
15165,Caguas Military Academy,"Caguas,PR",Caguas,Puerto Rico,PR,-,,,
15167,Central Technical School,"Toronto,ON",Toronto,Ontario,ON,Blue Dragons,,,
15171,Papa Juan,"Bayamon,PR",Bayamon,Puerto Rico,PR,-,,,
15172,Adolfina Irizarry de Puig,"Toa Baja,PR",Toa Baja,Puerto Rico,PR,-,,,
15173,Ramon Quinones Medina,"Yabucoa,PR",Yabucoa,Puerto Rico,PR,-,,,
15174,Escuela Nueva Superior,"Loiza,PR",Loiza,Puerto Rico,PR,-,,,
15175,Juano Colon,"Comerio,PR",Comerio,Puerto Rico,PR,-,,,
15176,Advantage Learning Institute,"Ponce,PR",Ponce,Puerto Rico,PR,-,,,
15180,Colegio Marista de Guaynabo,"Guaynabo,PR",Guaynabo,Puerto Rico,PR,-,,,
15181,Rafael Lopez Landron,"Guayama,PR",Guayama,Puerto Rico,PR,-,,,
15182,Academia Perpetuo Socorro,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
15183,Alfonso Casta Martinez,"Maunabo,PR",Maunabo,Puerto Rico,PR,-,,,
15184,Cupeyville School,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
15185,Eloisa Pascual,"Caguas,PR",Caguas,Puerto Rico,PR,-,,,
15187,Charlotte Amalie,"St. Thomas,VG",St. Thomas,Virgin Islands,VG,-,,,
15188,Bonneville School,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
15189,Field Kindley,"Coffeyville,KS",Coffeyville,Kansas,KS,Golden Tornadoes,,,
15190,Cambridge,"Milton,GA",Milton,Georgia,GA,Bears,,,
15191,St. Croix Educational Complex,"St. Croix,VG",St. Croix,Virgin Islands,VG,-,,,
15192,Jose Cruz Buitrago,"San Lorenzo,PR",San Lorenzo,Puerto Rico,PR,-,,,
15194,San Juan Educational Center,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
15197,Forest Hills Central,"Grand Rapids,MI",Grand Rapids,Michigan,MI,Rangers,#228B22,white,black
15200,Oakridge,"Muskegon,MI",Muskegon,Michigan,MI,Eagles,,,
15201,Hopewell-Loudon,"Bascom,OH",Bascom,Ohio,OH,Chieftains,,,
15203,Colegio San Vicente de Paul,"Santurce,PR",Santurce,Puerto Rico,PR,-,,,
15204,Francisco Oller,"Catano,PR",Catano,Puerto Rico,PR,-,,,
15206,Dr. Jose M. Lazaro,"Carolina,PR",Carolina,Puerto Rico,PR,-,,,
15207,Ileana de Gracia,"Vega Alta,PR",Vega Alta,Puerto Rico,PR,-,,,
15208,Benjamin Harrison,"Cayey,PR",Cayey,Puerto Rico,PR,-,,,
15209,Jose Rojas Cortez School,"Orocovis,PR",Orocovis,Puerto Rico,PR,-,,,
15210,Meridian,"Macon,IL",Macon,Illinois,IL,Ironmen,,,
15211,Erskine Academy,"China,ME",China,Maine,ME,Eagles,,,
15212,Treutlen,"Soperton,GA",Soperton,Georgia,GA,Vikings,black,red,
15213,Foxcroft Academy,"Dover,ME",Dover,Maine,ME,Ponies,,,
15214,Thornlea,"Thornhill,ON",Thornhill,Ontario,ON,purple,white,black,
15217,Delgado,"Sabana Hoyos,PR",Sabana Hoyos,Puerto Rico,PR,-,,,
15221,Gabriela Mistral,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
15222,Dra Maria Cadilla,"Arecibo,PR",Arecibo,Puerto Rico,PR,-,,,
15223,Miguel de Cervantes,"Bayamon,PR",Bayamon,Puerto Rico,PR,-,,,
15224,Eugenio Maria De Hostos,"Mayaguez,PR",Mayaguez,Puerto Rico,PR,-,,,
15225,Colegio de la Immaculada,"Arecibo,PR",Arecibo,Puerto Rico,PR,-,,,
15227,Rosalina C. Martinez,"Guaynabo,PR",Guaynabo,Puerto Rico,PR,-,,,
15231,Jose de Diego,"Aguadilla,PR",Aguadilla,Puerto Rico,PR,-,,,
15232,Pedro Falu Orellano,"Rio Grande,PR",Rio Grande,Puerto Rico,PR,-,,,
15234,Jose M. Pastrana,"Aguas Buenas,PR",Aguas Buenas,Puerto Rico,PR,-,,,
15236,Adela Brenes Texidor,"Guayama,PR",Guayama,Puerto Rico,PR,-,,,
15237,Tomas C. Ongary,"Bayamon,PR",Bayamon,Puerto Rico,PR,-,,,
15238,Stella Marquez,"Salinas,PR",Salinas,Puerto Rico,PR,-,,,
15239,Nicolas Rodriguez,"Corozal,PR",Corozal,Puerto Rico,PR,-,,,
15241,Puerto Rico Advanced College,"Bayamon,PR",Bayamon,Puerto Rico,PR,-,,,
15242,Colegio Santa Cruz,"Santa Cruz,PR",Santa Cruz,Puerto Rico,PR,-,,,
15243,Ana Candelas,"Cidra,PR",Cidra,Puerto Rico,PR,-,,,
15244,Manuel Mediavilla Negron,"Humacao,PR",Humacao,Puerto Rico,PR,-,,,
15246,Ines Maria Mendoza,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
15249,Pablo Gonzalez Bendecia,"Barranquitas,PR",Barranquitas,Puerto Rico,PR,-,,,
15252,Baldwin,"Guaynabo,PR",Guaynabo,Puerto Rico,PR,-,,,
15254,Colegio San Jose,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
15255,Blanca Malaret,"Canovanas,PR",Canovanas,Puerto Rico,PR,-,,,
15257,Angel P. Millian Rohena,"Carolina,PR",Carolina,Puerto Rico,PR,-,,,
15259,Florencia Garcia,"Las Piedras,PR",Las Piedras,Puerto Rico,PR,-,,,
15263,Elvira Colon,"Santa Isabel,PR",Santa Isabel,Puerto Rico,PR,-,,,
15264,Maria Auxiliadora,"Carolina,PR",Carolina,Puerto Rico,PR,-,,,
15266,Hollis-Brookline,"Hollis,NH",Hollis,New Hampshire,NH,Cavaliers,,,
15267,Center Hill,"Olive Branch,MS",Olive Branch,Mississippi,MS,Mustangs,,,
15268,Gilmer,"Ellijay,GA",Ellijay,Georgia,GA,Bobcats,,,
15269,Emily Carr,"Woodbridge,ON",Woodbridge,Ontario,ON,Thunderbirds,#245DAC,black,
15270,Heritage,"Wake Forest,NC",Wake Forest,North Carolina,NC,Huskies,,,
15271,Middletown,"Middletown,CA",Middletown,California,CA,Mustangs,,,
15272,Foothill Technology,"Ventura,CA",Ventura,California,CA,Dragons,,,
15273,Wheaton Academy,"West Chicago,IL",West Chicago,Illinois,IL,Warriors,maroon,white,
15274,sacopee Valley,"Hiram,ME",Hiram,Maine,ME,Hawks,,,
15275,Randolph-Henry,"Charlotte Court House,VA",Charlotte Court House,Virginia,VA,Statesmen,blue,white,
15277,La Plata,"La Plata,MO",La Plata,Missouri,MO,Bulldogs,,,
15279,Linn,"Linn,MO",Linn,Missouri,MO,Wildcats,#FF2400,white,
15280,St. Mary's,"St. Marys,KS",St. Marys,Kansas,KS,Bears,white,blue,
15281,Coe-Brown Northwood,"Northwood,NH",Northwood,New Hampshire,NH,Black Bears,,,
15282,St. Charles Garnier,"Quebec City,QC",Quebec City,Quebec,QC,Express,,,
15283,Metrolina Christian,"Indian Trail,NC",Indian Trail,North Carolina,NC,Warriors,#800020,gray,
15284,William J. Brennan,"San Antonio,TX",San Antonio,Texas,TX,Bears,,,
15285,Washington Academy,"East Machias,ME",East Machias,Maine,ME,Raiders,,,
15287,Ballou,"Washington,DC",Washington,District of Columbia,DC,Knights,,,
15288,Ozaukee,"Fredonia,WI",Fredonia,Wisconsin,WI,Warriors,navy,gold,
15289,Eaton,"Eaton,OH",Eaton,Ohio,OH,Eagles,,,
15290,Phillip O. Berry Academy of Technology,"Charlotte,NC",Charlotte,North Carolina,NC,Cardinals,,,
15291,Jones College Prep,"Chicago,IL",Chicago,Illinois,IL,Eagles,,,
15292,St. Luke's Episcopal,"Mobile,AL",Mobile,Alabama,AL,Wildcats,red,black,white
15293,VIT,"Table Grove,IL",Table Grove,Illinois,IL,Rebels,,,
15294,Hart County,"Munfordville,KY",Munfordville,Kentucky,KY,Raiders,green,orange,white
15295,Centerville,"Centerville,TX",Centerville,Texas,TX,Tigers,orange,black,
15296,New Town,"Owings Mills,MD",Owings Mills,Maryland,MD,Titans,#800020,gold,
15297,Grace Brethren,"Simi Valley,CA",Simi Valley,California,CA,Lancers,,,
15298,Tabernacle,"Gardendale,AL",Gardendale,Alabama,AL,Torches,blue,white,red
15299,Jones Senior,"Trenton,NC",Trenton,North Carolina,NC,Trojans,navy,white,
15301,Hoosic Valley,"Schaghticoke,NY",Schaghticoke,New York,NY,Indians,,,
15302,Mason,"Mason,TX",Mason,Texas,TX,Punchers,,,
15303,Southwest Covenant,"Yukon,OK",Yukon,Oklahoma,OK,Patriots,,,
15304,East Troy,"East Troy,WI",East Troy,Wisconsin,WI,Trojans,black,yellow,
15305,John McCrae,"Ottawa,ON",Ottawa,Ontario,ON,Bulldogs,navy,gold,
15306,Rosepine,"Rosepine,AR",Rosepine,Arkansas,AR,Eagles,,,
15307,Carrollwood,"Tampa,FL",Tampa,Florida,FL,Patriots,,,
15309,Joseph Medill,"Chicago,IL",Chicago,Illinois,IL,-,,,
15312,St. Anne's Catholic Secondary School,"Clinton,ON",Clinton,Ontario,ON,Eagles,,,
15313,Hillman,"Hillman,CA",Hillman,California,CA,-,,,
15314,Poindexter Legion,"Springfield,MO",Springfield,Missouri,MO,-,,,
15315,Chapman,"San Diego,CA",San Diego,California,CA,-,,,
15322,Home Schooled,"--,--",--,None,--,-,-,-,
15326,Hillsdale,"Hillsdale,VA",Hillsdale,Virginia,VA,-,,,
15327,Gove Rural,"Gove,KS",Gove,Kansas,KS,-,,,
15328,Calhoun,"Calhoun,TN",Calhoun,Tennessee,TN,-,,,
15329,Smith County,"Carthage,TN",Carthage,Tennessee,TN,Owls,,,
15330,Josephine Allen Institute,"Mobile,AL",Mobile,Alabama,AL,-,,,
15331,Trinity Episcopal Day,"Natchez,MS",Natchez,Mississippi,MS,Saints,red,white,black
15333,Litchfield,"Litchfield,MN",Litchfield,Minnesota,MN,Dragons,,,
15334,Minneapolis Southwest,"Minneapolis,MN",Minneapolis,Minnesota,MN,Lakers,,,
15335,Victoria East,"Victoria,TX",Victoria,Texas,TX,Titans,,,
15336,Greenhills,"Ann Arbor,MI",Ann Arbor,Michigan,MI,Gryphons,navy,green,
15337,Fairmont,"Fairmont,MN",Fairmont,Minnesota,MN,Cardinals,#C41E3A,white,
15338,CEDEA,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
15339,Capital Hill,"Troutdale,OR",Troutdale,Oregon,OR,-,,,
15341,Marie-Anne,"Toronto,ON",Toronto,Ontario,ON,-,,,
15342,Mech Tech,"Caguas,PR",Caguas,Puerto Rico,PR,-,,,
15343,Ora Wilma,"Guaynabo,PR",Guaynabo,Puerto Rico,PR,-,,,
15344,Chattanooga,"Chattanooga,TN",Chattanooga,Tennessee,TN,-,,,
15345,Coopersburg,"Coopersburg,PA",Coopersburg,Pennsylvania,PA,-,,,
15346,Stony Point,"Stony Point,NC",Stony Point,North Carolina,NC,-,,,
15347,Raymond,"Raymond,AB",Raymond,Alberta,AB,Comets,maroon,white,
15348,Neches,"Neches,TX",Neches,Texas,TX,Tigers,green,white,
15351,Blue Island,"New Ringgold,PA",New Ringgold,Pennsylvania,PA,-,,,
15352,Culver Military Academy,"Pittsburgh,PA",Pittsburgh,Pennsylvania,PA,-,,,
15353,Academia Santa Monica,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
15354,Colegio Universario Del E,"Carolina,PR",Carolina,Puerto Rico,PR,-,,,
15355,Academia Adventista,"Caguas,PR",Caguas,Puerto Rico,PR,-,,,
15356,Manual Training,"Brooklyn,NY",Brooklyn,New York,NY,-,,,
15357,Titusville,"Titusville,NJ",Titusville,New Jersey,NJ,-,,,
15358,Gilberto Concepcion de Gracia,"Carolina,PR",Carolina,Puerto Rico,PR,-,,,
15359,Lake Norman Charter,"Huntersville,NC",Huntersville,North Carolina,NC,Knights,,,
15361,Georgina Vaquero,"Sabana Grande,PR",Sabana Grande,Puerto Rico,PR,-,,,
15364,Loxahachee,"Loxahachee,FL",Loxahachee,Florida,FL,-,,,
15365,Wesleyan Academy,"Chatom,PA",Chatom,Pennsylvania,PA,-,,,
15366,Northside,"Memphis,TN",Memphis,Tennessee,TN,,,,
15367,Florence,"Florence,AL",Florence,Alabama,AL,Falcons,,,
15368,Indian Trail Academy,"Kenosha,WI",Kenosha,Wisconsin,WI,Hawks,,,
15369,PJ Education School,"Carolina,PR",Carolina,Puerto Rico,PR,-,,,
15370,Jackson county comprehensive,"Jefferson,GA",Jefferson,Georgia,GA,,,,
15372,Reserve Christian,"La Place,LA",La Place,Louisiana,LA,,,,
15373,Sayre,"Sayre,OK",Sayre,Oklahoma,OK,Eagles,,,
15374,Lincoln Academy,"Newcastle,ME",Newcastle,Maine,ME,,,,
15375,St. Mary's,"Calgary,AB",Calgary,Alberta,AB,,,,
15376,Windsor,"Windsor,CO",Windsor,Colorado,CO,Wizards,,,
15377,Heritage,"Ringgold,GA",Ringgold,Georgia,GA,Generals,,,
15378,Dr. Juan J. Osuna,"Caguas,PR",Caguas,Puerto Rico,PR,-,,,
15379,Luperon,"New York,NY",New York,New York,NY,,,,
15380,Providence Academy,"Rogers,AR",Rogers,Arkansas,AR,Patriots,,,
15381,Heritage Christian,"Olathe,KS",Olathe,Kansas,KS,Chargers,,,
15382,Lapel,"Lapel,IN",Lapel,Indiana,IN,Bulldogs,,,
15383,Pinecrest Academy,"Cumming,GA",Cumming,Georgia,GA,Paladins,,,
15384,Ridge Community,"Davenport,FL",Davenport,Florida,FL,Lightning,,,
15385,Fairfield,"Fairfield,TX",Fairfield,Texas,TX,Eagles,,,
15386,Nottawasaga Pines,"Angus,ON",Angus,Ontario,ON,Timberwolves,,,
15387,Faith Baptist Christian Academy,"Ludowici,GA",Ludowici,Georgia,GA,Crusaders,,,
15388,John Paul II,"Plano,TX",Plano,Texas,TX,Cardinals,,,
15389,George S. Henry,"Toronto,ON",Toronto,Ontario,ON,,,,
15390,Santiago Veve Carzada,"Fajardo,PR",Fajardo,Puerto Rico,PR,-,,,
