hsid,hsname,hslocation,cityname,regionname,regionid,nickname,color1,color2,color3
15391,South Elgin,"South Elgin,OH",South Elgin,Ohio,OH,Storm,,,
15392,Kaupau,"Wichita,KS",Wichita,Kansas,KS,,,,
15393,Amalia Marin,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
15395,Colegio San Agustin,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
15396,Pimentel,"Naguabo,PR",Naguabo,Puerto Rico,PR,-,,,
15397,Hammond,"Alexandria,VA",Alexandria,Virginia,VA,,,,
15398,Liberty,"Frisco,TX",Frisco,Texas,TX,Redhawks,,,
15399,Plainview,"Ardmore,OK",Ardmore,Oklahoma,OK,Indians,,,
15400,Sherwood,"Creighton,MO",Creighton,Missouri,MO,Marksmen,,,
15401,Lake Region Union,"Barton,VT",Barton,Vermont,VT,Rangers,,,
15402,Liceo Hispano Americano,"Bayamon,PR",Bayamon,Puerto Rico,PR,-,,,
15403,San Pedro Martin,"Guaynabo,PR",Guaynabo,Puerto Rico,PR,-,,,
15404,Luz A Calderon,"Carolina,PR",Carolina,Puerto Rico,PR,-,,,
15405,Gila Ridge,"Yuma,AZ",Yuma,Arizona,AZ,Hawks,,,
15406,Jefferson,"Roanoke,VA",Roanoke,Virginia,VA,,,,
15407,Aurea Quiles,"Guanica,PR",Guanica,Puerto Rico,PR,-,,,
15408,Dr. Pila,"Bayamon,PR",Bayamon,Puerto Rico,PR,-,,,
15409,Natividad Rodriguez Gonzalez,"Arroyo,PR",Arroyo,Puerto Rico,PR,-,,,
15411,Frank Phillips,"Bayamon,PR",Bayamon,Puerto Rico,PR,-,,,
15412,Hale County,"Moundsville,AL",Moundsville,Alabama,AL,Wildcats,,,
15413,Dushore,"Dushore,PA",Dushore,Pennsylvania,PA,,,,
15414,College de Levis,"Levis,QC",Levis,Quebec,QC,,,,
15415,King Kekaulike,"Makawao,HI",Makawao,Hawaii,HI,,,,
15416,Excelsior Charter,"Victorville,CA",Victorville,California,CA,Eagles,,,
15417,Oak Hills,"Oak Hills,CA",Oak Hills,California,CA,Bulldogs,red,white,
15418,West Florida,"Pensacola,FL",Pensacola,Florida,FL,Jaguars,,,
15419,Caribbean,"Ponce,PR",Ponce,Puerto Rico,PR,-,,,
15420,West Hempstead,"West Hempstead,NY",West Hempstead,New York,NY,Rams,,,
15421,Glen Allen,"Glen Allen,VA",Glen Allen,Virginia,VA,Jaguars,,,
15422,LACES,"Los Angeles,CA",Los Angeles,California,CA,Unicorns,,,
15423,Bronx Theatre,"Bronx,NY",Bronx,New York,NY,,,,
15424,Glenwood,"Glenwood,GA",Glenwood,Georgia,GA,,,,
15425,Stanfield,"Stanfield,OR",Stanfield,Oregon,OR,Tigers,,,
15426,Athens,"Athens,WI",Athens,Wisconsin,WI,,,,
15427,Frost,"Frost,TX",Frost,Texas,TX,Polar Bears,,,
15428,Whitney,"Whitney,TX",Whitney,Texas,TX,Wildcats,,,
15429,Athens,"Athens,IL",Athens,Illinois,IL,Warriors,,,
15430,Colbert County,"Leighton,AL",Leighton,Alabama,AL,Indians,,,
15431,Handley,"Roanoke,AL",Roanoke,Alabama,AL,Tigers,,,
15432,Belmont,"Belmont,MS",Belmont,Mississippi,MS,Cardinals,,,
15433,Rye Country Day School,"Rye,NY",Rye,New York,NY,Wildcats,,,
15434,Tuckahoe,"Tuckahoe,NY",Tuckahoe,New York,NY,Tigers,,,
15435,Aubrey,"Aubrey,TX",Aubrey,Texas,TX,Chaparrals,,,
15436,Governor Dummer Academy,"Newbury,MA",Newbury,Massachusetts,MA,Governors,,,
15437,Grass Valley,"Grass Valley,CA",Grass Valley,California,CA,,,,
15438,Terra,"Miami,FL",Miami,Florida,FL,Wolves,,,
15439,Collegiate School,"New York,NY",New York,New York,NY,,,,
15440,Salem Community,"Salem,IL",Salem,Illinois,IL,Wildcats,,,
15441,Incarnate Word Academy,"Corpus Christi,TX",Corpus Christi,Texas,TX,Angels,red,white,
15442,Corinth Holders,"Wendell,NC",Wendell,North Carolina,NC,Pirates,,,
15443,Quabbin,"barre,MA",barre,Massachusetts,MA,Panthers,,,
15445,Cass City,"Cass City,MI",Cass City,Michigan,MI,Red Hawks,,,
15446,Geoirge Washington Carver,"Spartanburg,SC",Spartanburg,South Carolina,SC,,,,
15447,Fayetteville-Perry,"Fayetteville,OH",Fayetteville,Ohio,OH,Rockets,,,
15448,Parkersburg South,"Parkersburg,WV",Parkersburg,West Virginia,WV,Patriots,,,
15449,Woodland,"Marble Hill,MO",Marble Hill,Missouri,MO,Cardinals,,,
15450,Chester,"Chester,IL",Chester,Illinois,IL,,,,
15451,Blind Brook,"Rye Brook,NY",Rye Brook,New York,NY,Trojans,,,
15452,Foley,"Foley,MN",Foley,Minnesota,MN,Falcons,,,
15453,Galesburg-Augusta,"Galesburg,MI",Galesburg,Michigan,MI,Rams,,,
15454,Warren Harding,"Bridgeport,CT",Bridgeport,Connecticut,CT,Presidents,,,
15455,Charlotte Technical,"Charlotte,NC",Charlotte,North Carolina,NC,,,,
15456,Metea Valley,"Aurora,IL",Aurora,Illinois,IL,Mustangs,,,
15457,Tidewater Academy,"Wakefield,VA",Wakefield,Virginia,VA,Warriors,,,
15458,Seacrest Country Day School,"Naples,FL",Naples,Florida,FL,Stingrays,,,
15459,The Villages Charter,"The Villages,FL",The Villages,Florida,FL,Buffaloes,,,
15460,Pioneer Pleasant Vale,"Waukomis,OK",Waukomis,Oklahoma,OK,,,,
15461,Seattle,"Seattle,WA",Seattle,Washington,WA,,,,
15462,Pacific Lutheran,"Parkland,WA",Parkland,Washington,WA,,,,
15463,Ewan,"Ewan,WA",Ewan,Washington,WA,-,,,
15464,T.C. Brewer,"Port St. Joe,FL",Port St. Joe,Florida,FL,,,,
15465,Tyngsboro,"Tyngsboro,MA",Tyngsboro,Massachusetts,MA,Tigers,,,
15466,Lake Ridge,"Mansfield,TX",Mansfield,Texas,TX,Eagles,,,
15467,Veterans,"Kathleen,GA",Kathleen,Georgia,GA,Warhawks,,,
15468,Lively,"Lively,VA",Lively,Virginia,VA,,,,
15469,University of Missouri,"Columbia,MO",Columbia,Missouri,MO,,,,
15470,Sacred Heart,"Hattiesburg,MS",Hattiesburg,Mississippi,MS,Crusaders,,,
15471,Trinity,"Trinity,NC",Trinity,North Carolina,NC,Bulldogs,,,
15472,Hawley,"Hawley,MN",Hawley,Minnesota,MN,Nuggets,,,
15473,Inspiration Academy,"Bradenton,FL",Bradenton,Florida,FL,Lions,,,
15474,Chanhassen,"Chanhassen,MN",Chanhassen,Minnesota,MN,Storm,,,
15475,Family Christian Academy,"Baton Rouge,LA",Baton Rouge,Louisiana,LA,,,,
15476,St. Anthony Catholic,"San Antonio,TX",San Antonio,Texas,TX,Yellow Jackets,,,
15477,Somerset,"Somerset,MA",Somerset,Massachusetts,MA,,,,
15478,Paradise,"paradise,tx",paradise,Texas,tx,Panthers,,,
15479,Center Point,"Center Point,AL",Center Point,Alabama,AL,Eagles,,,
15480,Peak to Peak Charter,"Lafayette,CO",Lafayette,Colorado,CO,Pumas,,,
15481,Lake County Lutheran,"Hartland,WI",Hartland,Wisconsin,WI,Lightning,,,
15482,Hinds Central Academy,"Raymond,MS",Raymond,Mississippi,MS,Cougars,,,
15483,Tri-County,"Flora,MS",Flora,Mississippi,MS,Rebels,,,
15484,Edison,"Milan,OH",Milan,Ohio,OH,Chargers,,,
15485,Westran,"Huntsville,MO",Huntsville,Missouri,MO,Hornets,,,
15486,Liberty North,"Liberty,MO",Liberty,Missouri,MO,Eagles,,,
15487,Ogallala,"Ogallala,NE",Ogallala,Nebraska,NE,,,,
15488,American Canyon,"American Canyon,CA",American Canyon,California,CA,Wolves,,,
15489,Springfield,"Akron,OH",Akron,Ohio,OH,Spartans,,,
15490,Crooksville,"Crooksville,OH",Crooksville,Ohio,OH,Ceramics,,,
15491,Frederick,"Frederick,CO",Frederick,Colorado,CO,Warriors,,,
15493,El Dorado,"El Paso,TX",El Paso,Texas,TX,Aztecs,,,
15494,Lakin,"Lakin,KS",Lakin,Kansas,KS,Broncs,,,
15495,Francisco Mendoza,"Isabela,PR",Isabela,Puerto Rico,PR,-,,,
15496,Oakleaf,"Orange Park,FL",Orange Park,Florida,FL,Knights,,,
15497,New Egypt,"New Egypt,NJ",New Egypt,New Jersey,NJ,Warriors,,,
15498,Taconic Hills,"CraryVille,NY",CraryVille,New York,NY,Titans,,,
15500,Colegio Santa Rosa,"Bayamon,PR",Bayamon,Puerto Rico,PR,-,,,
15501,Waunakee,"Waunakee,WI",Waunakee,Wisconsin,WI,Warriors,,,
15502,Ballard Memorial,"Barlow,KY",Barlow,Kentucky,KY,Bombers,#4CBB17,white,
15503,North Schuylkill,"Ashland,PA",Ashland,Pennsylvania,PA,Spartans,,,
15504,Lehigh Valley Academy,"Bethlehem,PA",Bethlehem,Pennsylvania,PA,,,,
15505,Collins-Maxwell-Baxter,"Maxwell,IA",Maxwell,Iowa,IA,Raiders,,,
15506,Ney,"Ney,OH",Ney,Ohio,OH,,,,
15507,Frazier Mountain,"Frazier Mountain,CA",Frazier Mountain,California,CA,Falcons,,,
15508,Silver Creek,"Longmont,CO",Longmont,Colorado,CO,Raptors,,,
15509,High Point Christian Academy,"High Point,NC",High Point,North Carolina,NC,Cougars,,,
15510,High Tech,"San Diego,CA",San Diego,California,CA,,,,
15513,Byron,"Byron,mn",Byron,Minnesota,mn,Bears,,,
15514,Desert Hills,"St. George,UT",St. George,Utah,UT,Thunder,,,
15515,Elkin,"Elkin,NC",Elkin,North Carolina,NC,Elks,,,
15516,Mountain Grove,"Mountain Grove,MO",Mountain Grove,Missouri,MO,Panthers,,,
15517,St. Marcillinus,"Mississauga,ON",Mississauga,Ontario,ON,Mustangs,,,
15518,Seton Academy,"South Holland,IL",South Holland,Illinois,IL,Sting,,,
15519,Caney Valley,"Ramona,OK",Ramona,Oklahoma,OK,Trojans,,,
15520,Caney Valley,"Caney,KS",Caney,Kansas,KS,Bullpups,,,
15521,Science Park,"Newark,NJ",Newark,New Jersey,NJ,Chargers,,,
15522,Hempstead,"Hempstead,TX",Hempstead,Texas,TX,Bobcats,,,
15523,Jim Ned,"Tuscola,TX",Tuscola,Texas,TX,Indians,,,
15524,Sterling,"Sterling,OK",Sterling,Oklahoma,OK,Tigers,,,
15525,Campo Verde,"Gilbert,AZ",Gilbert,Arizona,AZ,Coyotes,,,
15526,Surrey Christian,"Surrey,BC",Surrey,British Columbia,BC,,,,
15527,O'Bannon,"Greenville,MS",Greenville,Mississippi,MS,Greenwave,,,
15528,Holland Patent Central,"Holland,NY",Holland,New York,NY,,,,
15529,Rockford,"Rockford,MN",Rockford,Minnesota,MN,Rockets,,,
15531,Edmonton Christian,"Edmonton,AB",Edmonton,Alberta,AB,,,,
15532,Massaponax,"Fredericksburg,VA",Fredericksburg,Virginia,VA,Panthers,,,
15533,Hobbton,"Newton Grove,NC",Newton Grove,North Carolina,NC,Wildcats,,,
15534,Shepherd Hill Regional,"Dudley,MA",Dudley,Massachusetts,MA,Rams,,,
15535,Russellville,"Russellville,KY",Russellville,Kentucky,KY,,,,
15536,Summerfield,"Santa Rosa,CA",Santa Rosa,California,CA,Mustangs,,,
15537,Hazlehurst,"Hazlehurst,MS",Hazlehurst,Mississippi,MS,Indians,,,
15538,Lower Canada College,"Montreal,QC",Montreal,Quebec,QC,,,,
15539,Paulding County,"Dallas,GA",Dallas,Georgia,GA,Patriots,,,
15540,Plain Central,"Fort Plain,NY",Fort Plain,New York,NY,,,,
15541,Austin Prep,"Reading,MA",Reading,Massachusetts,MA,Cougars,,,
15542,McCollum,"San Antonio,TX",San Antonio,Texas,TX,Cowboys,,,
15543,Union,"Rose Hill,NC",Rose Hill,North Carolina,NC,Spartans,,,
15544,The Oakwood School,"Greenville,NC",Greenville,North Carolina,NC,,,,
15545,Gateway College Prep,"Georgetown,TX",Georgetown,Texas,TX,Gators,,,
15546,Sedgwick,"Sedgwick,KS",Sedgwick,Kansas,KS,Cardinals,,,
15547,Sandwich Secondary School,"Windsor,ON",Windsor,Ontario,ON,,,,
15548,Marsh Valley,"Arimo,ID",Arimo,Idaho,ID,Eagles,,,
15549,Ridgeview,"Redmond,OR",Redmond,Oregon,OR,Ravens,,,
15550,Bethlehem Christian Academy,"Bethlehem,GA",Bethlehem,Georgia,GA,Knights,,,
15551,Veterans Memorial,"Corpus Christi,TX",Corpus Christi,Texas,TX,Eagles,,,
15552,Fordyce,"Fordyce,AR",Fordyce,Arkansas,AR,,,,
15553,Freedom,"Freedom,WI",Freedom,Wisconsin,WI,Irish,,,
15554,Syracuse,"Syracuse,UT",Syracuse,Utah,UT,Titans,,,
15555,Horizon Christian,"Tualatin,OR",Tualatin,Oregon,OR,Hawks,,,
15556,St. Michael's Prep,"Silverado,CA",Silverado,California,CA,,,,
15557,Springville Griffith,"Springville,NY",Springville,New York,NY,Griffins,,,
15558,Holland Christian,"Holland,MI",Holland,Michigan,MI,Maroons,,,
15559,Bayridge,"Kingston,ON",Kingston,Ontario,ON,,,,
15560,Clinton Central,"Michigantown,IN",Michigantown,Indiana,IN,Bulldogs,,,
15561,Manchester Valley,"Manchester,MD",Manchester,Maryland,MD,Mavericks,,,
15562,Bow,"Bow,NH",Bow,New Hampshire,NH,Falcons,,,
15563,TNXL Academy,"Longwood,FL",Longwood,Florida,FL,Ducks,,,
15564,Gibbon,"Gibbon,NE",Gibbon,Nebraska,NE,Buffaloes,,,
15565,North Raleigh Christian Academy,"Raleigh,NC",Raleigh,North Carolina,NC,Knights,,,
15566,Tinley Park,"Tinley Park,IL",Tinley Park,Illinois,IL,Titans,,,
15567,West Fork,"West Fork,AR",West Fork,Arkansas,AR,Tigers,,,
15568,Bangs,"Bangs,TX",Bangs,Texas,TX,Dragons,,,
15569,Sage Hill,"Newport Beach,CA",Newport Beach,California,CA,,,,
15570,Clay City,"Clay City,IN",Clay City,Indiana,IN,Eels,,,
15571,Fletcher's Meadow,"Brampton,ON",Brampton,Ontario,ON,Arrows,,,
15572,Parkway Christian,"Sterling Heights,MI",Sterling Heights,Michigan,MI,Eagles,,,
15573,East Granby,"East Granby,CT",East Granby,Connecticut,CT,Crusaders,,,
15574,Hawkins,"Hawkins,TX",Hawkins,Texas,TX,Hawks,,,
15575,The Brunswick School,"Jersey City,NJ",Jersey City,New Jersey,NJ,Bruins,,,
15576,Kings Christian College,"Oakville,ON",Oakville,Ontario,ON,,,,
15577,King School,"Stamford,CT",Stamford,Connecticut,CT,Vikings,,,
15578,Thrall,"Thrall,TX",Thrall,Texas,TX,Tigers,,,
15579,Millbury,"Millbury,MA",Millbury,Massachusetts,MA,Woolies,,,
15580,Shattuck St. Mary's,"Faribault,MN",Faribault,Minnesota,MN,Sabres,,,
15581,Amorel,"Amorel,AR",Amorel,Arkansas,AR,Tigers,,,
15582,Mercedes,"Mercedes,TX",Mercedes,Texas,TX,Tigers,,,
15583,Robert Bateman,"Burlington,ON",Burlington,Ontario,ON,Wild,purple,gold,
15585,Sunlake,"Land O'Lakes,FL",Land O'Lakes,Florida,FL,Seahawks,,,
15586,Hialeah Gardens,"Hialeah Gardens,FL",Hialeah Gardens,Florida,FL,Gladiators,,,
15587,McCracken County,"Paducah,KY",Paducah,Kentucky,KY,Mustangs,,,
15588,Horizon,"Thornton,CO",Thornton,Colorado,CO,Hawks,,,
15589,Wakefield,"Wakefield,MA",Wakefield,Massachusetts,MA,Warriors,,,
15591,Plainfield East,"Plainfield,IL",Plainfield,Illinois,IL,Bengals,,,
15592,Paolo Prep Academy,"Hypoluxo,FL",Hypoluxo,Florida,FL,,,,
15593,Oak Grove,"Bessemer,AL",Bessemer,Alabama,AL,,,,
15594,James Clemens,"Madison,AL",Madison,Alabama,AL,Jets,,,
15595,Washburn Bilingual School,"Ponce,PR",Ponce,Puerto Rico,PR,-,,,
15596,Wallace-Rose Hill,"Teachey,NC",Teachey,North Carolina,NC,,,,
15597,Alberto Melendez Torres School,"Orocovis,PR",Orocovis,Puerto Rico,PR,-,,,
15598,Adela Rolon Fuentes,"Toa Alta,PR",Toa Alta,Puerto Rico,PR,-,,,
15994,Southmoore,"Moore,OK",Moore,Oklahoma,OK,Sabercats,,,
15995,Don Mills Collegiate Institute,"Toronto,ON",Toronto,Ontario,ON,,,,
15996,Xavier,"Appleton,WI",Appleton,Wisconsin,WI,Hawks,,,
15997,Montgomery County R-II,"Montgomery,MO",Montgomery,Missouri,MO,,,,
15998,Central Academy of Technology & Arts,"Monroe,NC",Monroe,North Carolina,NC,Cougars,,,
15999,Paxton,"Paxton,FL",Paxton,Florida,FL,Bobcats,,,
16000,Adams Central,"Monroe,IN",Monroe,Indiana,IN,Flying Jets,,,
16001,McDonnell Central,"Chippewa Falls,WI",Chippewa Falls,Wisconsin,WI,,,,
16002,Cosumnes Oaks,"Elk Grove,CA",Elk Grove,California,CA,Wolfpack,,,
16003,Lutheran,"St. Peters,MO",St. Peters,Missouri,MO,,,,
16004,Akins,"Austin,TX",Austin,Texas,TX,Eagles,,,
16005,Houlka,"Houlka,MS",Houlka,Mississippi,MS,-,,,
16006,Foothills Composite,"Okotoks,AB",Okotoks,Alberta,AB,-,,,
16007,Monett,"Monett,MO",Monett,Missouri,MO,Cubs,,,
16008,Everest Academy,"Toronto,ON",Toronto,Ontario,ON,,,,
16009,Portledge,"Locust Valley,NY",Locust Valley,New York,NY,Panthers,,,
16010,Earl J. Lennard,"Ruskin,FL",Ruskin,Florida,FL,Longhorns,,,
16011,Jefferson,"New Orleans,LA",New Orleans,Louisiana,LA,,,,
16012,Tri-Valley,"Downs,IL",Downs,Illinois,IL,Vikings,,,
16013,Amador,"Sutter Creek,CA",Sutter Creek,California,CA,Buffalos,,,
16014,Appoquinimink,"Middletown,DE",Middletown,Delaware,DE,Jaguars,,,
16015,North Salem,"North Salem,NY",North Salem,New York,NY,Tigers,,,
16016,John Glenn,"Elwood,NY",Elwood,New York,NY,Knights,,,
16017,Thunder Bay,"Thunder Bay,ON",Thunder Bay,Ontario,ON,,,,
16018,East Rankin,"Brandon,MS",Brandon,Mississippi,MS,Patriots,,,
16019,Hartley-Melvin-Sanborn,"Hartley,IA",Hartley,Iowa,IA,Hawks,,,
16020,Richland,"Richland,MS",Richland,Mississippi,MS,Rangers,,,
16021,Lake Nona,"Orlando,FL",Orlando,Florida,FL,Lions,,,
16022,Delavan-Darien,"Delavan,WI",Delavan,Wisconsin,WI,Comets,,,
16023,Hope Christian,"Albuquerque,NM",Albuquerque,New Mexico,NM,Huskies,,,
16024,Pipestone Area,"Pipestone,MN",Pipestone,Minnesota,MN,Arrows,,,
16025,New Kent,"New Kent,VA",New Kent,Virginia,VA,Trojans,,,
16026,Nashville Christian,"Nashville,TN",Nashville,Tennessee,TN,,,,
16027,Upper Merion,"King Of Prussia,PA",King Of Prussia,Pennsylvania,PA,Vikings,,,
16028,River Ridge,"Woodstock,GA",Woodstock,Georgia,GA,Kinghts,,,
16029,Chester County,"Henderson,TN",Henderson,Tennessee,TN,Eagles,,,
16030,Orange Grove,"Orange Grove,TX",Orange Grove,Texas,TX,Bulldogs,,,
16031,Reagan Prep,"Milwaukee,WI",Milwaukee,Wisconsin,WI,,,,
16032,Powdersville,"Greenville,SC",Greenville,South Carolina,SC,Patriots,,,
16033,Monroe,"Monroe,OR",Monroe,Oregon,OR,Dragons,,,
16034,Russell County,"Russell Springs,KY",Russell Springs,Kentucky,KY,Lakers,,,
16035,Sagemont School,"Weston,FL",Weston,Florida,FL,Lions,,,
16036,Crean Lutheran,"Irvine,CA",Irvine,California,CA,Saints,,,
16037,Robert M. Shoemaker,"Killeen,TX",Killeen,Texas,TX,Grey Wolves,,,
16038,Mystic Valley Regional Charter,"Malden,MA",Malden,Massachusetts,MA,Eagles,,,
16039,Tri-Cities,"East Point,GA",East Point,Georgia,GA,Bulldogs,,,
16040,Squalicum,"Bellingham,WA",Bellingham,Washington,WA,Storm,,,
16041,Creek Wood,"Charlotte,TN",Charlotte,Tennessee,TN,Red Hawks,,,
16042,Strawberry Crest,"Dover,FL",Dover,Florida,FL,Chargers,,,
16043,Chisholm Trail,"Fort Worth,TX",Fort Worth,Texas,TX,"Fort Worth,TX",,,
16044,Cannelton,"Cannelton,IN",Cannelton,Indiana,IN,Bulldogs,,,
16045,Douglas,"Douglas,MA",Douglas,Massachusetts,MA,,,,
16046,Seymour Community,"Seymour,WI",Seymour,Wisconsin,WI,Thunder,,,
16047,Kensington,"Philadelphia,PA",Philadelphia,Pennsylvania,PA,,,,
16048,Romeoville,"Romeoville,IL",Romeoville,Illinois,IL,Spartans,,,
16049,The Canterbury Episcopal School,"DeSoto,TX",DeSoto,Texas,TX,Cougars,,,
16050,Esko,"Esko,MN",Esko,Minnesota,MN,Eskomos,,,
16051,Windham,"Windham,ME",Windham,Maine,ME,Eagles,,,
16052,Northwestern Lehigh,"New Tripoli,PA",New Tripoli,Pennsylvania,PA,Tigers,,,
16053,Crockett County,"Alamo,TN",Alamo,Tennessee,TN,Cavaliers,,,
16054,Edison,"Toronto,ON",Toronto,Ontario,ON,,,,
16055,Craberry Area,"Seneca,PA",Seneca,Pennsylvania,PA,Berries,,,
16056,Ferndale Area,"Johnstown,PA",Johnstown,Pennsylvania,PA,Yellowjackets,,,
16057,Millville,"Millville,PA",Millville,Pennsylvania,PA,Quakers,,,
16058,Buford,"Lancaster,SC",Lancaster,South Carolina,SC,Yellowjackets,,,
16059,Arendell Parrott Academy,"Kinston,NC",Kinston,North Carolina,NC,Patriots,,,
16060,Arcanum,"Arcanum,OH",Arcanum,Ohio,OH,Trojans,,,
16061,Providence Academy,"Plymouth,MN",Plymouth,Minnesota,MN,Lions,,,
16062,Hansen Memorial,"Franklin,LA",Franklin,Louisiana,LA,Tigers,,,
16063,Fremont,"Fremont,NE",Fremont,Nebraska,NE,Tigers,,,
16064,Ovilla Christian,"Ovilla,TX",Ovilla,Texas,TX,Soaring Eagles,,,
16065,Nute,"Milton,NH",Milton,New Hampshire,NH,Rams,,,
16066,Garfield,"Garfield,NJ",Garfield,New Jersey,NJ,Boilermakers,,,
16067,Upper Kennebec Valley,"Bingham,ME",Bingham,Maine,ME,Cavaliers,,,
16068,Subiaco,"Subiaco,AR",Subiaco,Arkansas,AR,Trojans,,,
16069,River Bluff,"Lexington,SC",Lexington,South Carolina,SC,War Eagles,,,
16070,Upperman,"Baxter,TN",Baxter,Tennessee,TN,Bees,,,
16071,Lake Placid,"Lake Placid,FL",Lake Placid,Florida,FL,Dragons,,,
16072,Garth Webb,"Oakville,ON",Oakville,Ontario,ON,Chargers,,,
16073,Westtown,"West Chester,PA",West Chester,Pennsylvania,PA,Moose,,,
16074,Lake Cormorant,"Lake Cormorant,MS",Lake Cormorant,Mississippi,MS,Gators,,,
16075,St. Anne Catholic,"Belle River,ON",Belle River,Ontario,ON,,,,
16076,Cleveland,"Clayton,NC",Clayton,North Carolina,NC,Rams,,,
16077,Estancia,"Estancia,NM",Estancia,New Mexico,NM,Bears,,,
16078,Conway,"Conway,MO",Conway,Missouri,MO,Bears,,,
16079,Sumner-Fredericksburg,"Sumner,IA",Sumner,Iowa,IA,Cougars,,,
16080,Eisenhower,"Wichita,KS",Wichita,Kansas,KS,Tigers,,,
16081,Westland Hialeah,"Hialeah,FL",Hialeah,Florida,FL,Wildcats,,,
16082,Mexico,"Mexico,MO",Mexico,Missouri,MO,Bulldogs,,,
16083,Windsor,"Windsor,VT",Windsor,Vermont,VT,,,,
16084,Stevens,"Claremont,NH",Claremont,New Hampshire,NH,,,,
16085,Newfield,"Selden,NY",Selden,New York,NY,Wolverines,,,
16086,Spring Creek,"Spring Creek,NV",Spring Creek,Nevada,NV,Spartans,,,
16087,Pilot Point,"Pilot Point,TX",Pilot Point,Texas,TX,Bearcats,,,
16088,Wayne,"Ontario Center,NY",Ontario Center,New York,NY,Eagles,,,
16089,Preston,"Preston,ID",Preston,Idaho,ID,Indians,,,
16090,Northeast Metro,"Wakefield,MA",Wakefield,Massachusetts,MA,Golden Knights,,,
16091,Lockerby Composite,"Sudbury,ON",Sudbury,Ontario,ON,Vikings,,,
16092,Riverdale,"Hillsdale,IL",Hillsdale,Illinois,IL,,,,
16093,Hammondsport,"Hammondsport,NY",Hammondsport,New York,NY,,,,
16095,Marina,"San Leandro,CA",San Leandro,California,CA,Titans,,,
16096,St. Cecilia,"Hastings,NE",Hastings,Nebraska,NE,Bluehawks,,,
16097,High School of Construction,"Queens,NY",Queens,New York,NY,Trades,,,
16098,Helena,"Helena,AL",Helena,Alabama,AL,Huskies,,,
16099,Douglass,"Douglass,TX",Douglass,Texas,TX,,,,
16100,Cedar Ridge,"Hillsborough,NC",Hillsborough,North Carolina,NC,Red Wolves,,,
16101,Whitfield Academy,"Smyrna,GA",Smyrna,Georgia,GA,Wolfpack,,,
16102,Bethlehem,"Bardstown,KY",Bardstown,Kentucky,KY,Eagles,,,
16103,Maple Valley,"Vermontville,MI",Vermontville,Michigan,MI,,,,
16104,Salem,"Canton,MI",Canton,Michigan,MI,Rocks,,,
16105,Richmond Hill,"Richmond Hill,ON",Richmond Hill,Ontario,ON,,,,
16106,West Street,"New Bern,NC",New Bern,North Carolina,NC,,,,
16107,Logan County,"Russellville,KY",Russellville,Kentucky,KY,Cougars,,,
16108,William Tennant,"Warminster,PA",Warminster,Pennsylvania,PA,Panthers,,,
16109,Valley,"Gilcrest,CO",Gilcrest,Colorado,CO,Vikings,,,
16110,West Anchorage,"Anchorage,AK",Anchorage,Alaska,AK,Eagles,orange,black,
16111,Heights,"Houston,TX",Houston,Texas,TX,Bulldogs,,,
16112,Muenster,"Muenster,TX",Muenster,Texas,TX,Hornets,,,
16113,Salem,"Slidell,LA",Slidell,Louisiana,LA,,,,
16114,Pine Lake Prep,"Mooresville,NC",Mooresville,North Carolina,NC,,,,
16115,Freeman,"Rockford,WA",Rockford,Washington,WA,Scotties,,,
16116,Sheridan,"Sheridan,IN",Sheridan,Indiana,IN,Blackhawks,,,
16117,St. Johns,"St. Johns,MI",St. Johns,Michigan,MI,Redwings,,,
16118,Treynor,"Treynor,IA",Treynor,Iowa,IA,Cardinals,,,
16119,Prairie Baseball Academy,"Calgary,AB",Calgary,Alberta,AB,-,,,
16120,North Murray,"Chatsworth,GA",Chatsworth,Georgia,GA,Mountaineers,,,
16121,Mulgrave,"West Vancouver,BC",West Vancouver,British Columbia,BC,Titans,,,
16122,Burlington,"Burlington,KS",Burlington,Kansas,KS,Wildcats,,,
16123,Colegio San Ignacio,"San Juan,PR",San Juan,Puerto Rico,PR,-,,,
16124,St. Mary's Catholic,"Cobourg,ON",Cobourg,Ontario,ON,,,,
16125,Jasper County,"Monticello,GA",Monticello,Georgia,GA,Hurricanes,,,
16126,Willow Canyon,"Surprise,AZ",Surprise,Arizona,AZ,Wildcats,,,
16127,Jeff Davis,"Hazlehurst,GA",Hazlehurst,Georgia,GA,Yellow Jackets,,,
16128,Saugatuck,"Saugatuck,MI",Saugatuck,Michigan,MI,Indians,,,
16129,Desert Christian,"Tucson,AZ",Tucson,Arizona,AZ,,,,
16130,Coventry,"Coventry,CT",Coventry,Connecticut,CT,Patriots,,,
16131,Boyd Buchanan,"Chattanooga,TN",Chattanooga,Tennessee,TN,Buccaneers,,,
